Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Project Administrator,2025-03-03,https://jobright.ai/jobs/info/67c0f89444772ca8cdabc4c1?utm_source=1100&utm_campaign=pm,On Site,"Wichita, KS",Cotton Holdings Inc.,501-1000,"Consumer,Logistics",$18-$21 /hr,"1. HS Diploma or GED required
2. 1 year of administrative experience for service company or industry.
3. Basic Excel experience including data entry and reporting required.",not sure,
Junior Project Management Specialist,2025-03-03,https://jobright.ai/jobs/info/67c5eb897967560422c8eaa5?utm_source=1100&utm_campaign=pm,Hybrid,"Saint Inigoes, MD","Spalding Consulting, Inc., a Saalex company",101-250,"Consulting,Financial Services",$55K-$65K /yr,"1. At least one year of related experience
2. Proficient Microsoft Excel skills
3. Must be eligible to obtain a Secret clearance. Requirements to obtain a clearance include US Citizenship, security investigation, etc.",no,
Project Development Associate - Temporary,2025-03-03,https://jobright.ai/jobs/info/67c5eb897967560422c8ebd2?utm_source=1100&utm_campaign=pm,Hybrid,"Multi Location
Chicago, IL
Houston, TX",ENGIE North America Inc.,1001-5000,"Clean Energy,Energy",$36-$55 /hr,"1. A Bachelor’s degree in Business Administration, Environmental Sciences, Sustainability, Engineering, or related fields
2. General understanding of renewable energy market trends
3. Must be available to travel domestically 25% of the time and with the need for some overnight trips
4. Must be willing and able to comply with all ENGIE ethics and safety policies",not sure,
Project Coordinator/Starts Coordinator - Homebuilding,2025-03-03,https://jobright.ai/jobs/info/67c5e1119614cd57024dd5bc?utm_source=1100&utm_campaign=pm,On Site,"Denver, CO",David Weekley Homes,1001-5000,"Construction,Property Development",$65K-$85K /yr,"1. Self-motivated and able to work both independently and as a member of a dynamic team
2. Excellent time management skills
3. Strong follow-up and organizational skills
4. High attention to detail and deal effectively with numerous interruptions
5. Drive to get results from vendors, subcontractors, and management and a lack of phone reluctance
...",not sure,
Project Funding Specialist,2025-03-03,https://jobright.ai/jobs/info/67c5d48081a1a59a0249314e?utm_source=1100&utm_campaign=pm,On Site,"Multi Location
Folsom, CA
Provo, UT","V3 Electric, Inc",501-1000,"Energy,Environmental Consulting",$19-$22 /hr,"1. Strong communication and attention to detail.
2. Ability to perform under pressure and meet deadlines.
3. Problem-solving skills with an analytical mindset.
4. Familiarity with the solar industry and adaptability.
5. Team player in a cross-functional environment.",not sure,
TECHNICAL PROJECT MANAGER (ADMINISTRATIVE/TECHNICAL),2025-03-02,https://jobright.ai/jobs/info/67c58b51fdd7db8d743f60af?utm_source=1100&utm_campaign=pm,On Site,"Indian Head, MD",Naval Sea Systems Command (NAVSEA),10000+,"Manufacturing,Marine Technology",$156755-$156755 /yr,"1. Must be a US Citizen.
2. Must be determined suitable for federal employment.
3. Must participate in the direct deposit pay program.
4. New employees to the Department of the Navy will be required to successfully pass the E-Verify employment verification check.
5. Within the Department of Defense (DoD), the appointment of retired military members within 180 days immediately following retirement date to a civilian position is subject to the provisions of 5 United States Code 3326.
...",no,
IT Project Coordinator,2025-03-02,https://jobright.ai/jobs/info/67be53fe020e15024df9ebfa?utm_source=1100&utm_campaign=pm,Hybrid,"Ann Arbor, MI",University of Michigan,10000+,"E-Learning,Education",$58K-$62K /yr,"1. Bachelors Degree or equivalent work experience
2. 1-2 years of experience in similar role
3. Strong interpersonal and written communication skills, with a focus on customer service.
4. Excellent organizational, analytical problem-solving, and decision-making abilities.
5. High attention to detail and accuracy, with a commitment to confidentiality.
...",not sure,
Project Coordinator,2025-03-02,https://jobright.ai/jobs/info/6769c422e1d66e15f4445a6f?utm_source=1100&utm_campaign=pm,Remote,"Gladstone, NJ",Precision Medicine Group,1001-5000,"Biotechnology,Health Care",$40K-$60K /yr,"1. Bachelor’s degree in marketing, communications, advertising or similar field
2. Minimum 1 year of related experience in an agency setting or marketing related role
3. Experience in supporting project management or marketing team- assisting in coordinating tasks and tracking deadlines",not sure,
Project Coordinator (Warehouse - Kitting Dept),2025-03-02,https://jobright.ai/jobs/info/67453a52107de96f6f4ac4a8?utm_source=1100&utm_campaign=pm,On Site,"Irving, TX",Wesco,10000+,"Commercial,Electronics",$22-$28 /hr,"1. Associates’ Degree required
2. 1 year required of direct work in project management capacity
3. Interpersonal, conflict management, and negotiation skills
4. Problem-solving skills and the ability to analyze workflow/processes
5. Adept at conducting research into project-related issues
...",not sure,
"Project Manager II, Operations Revenue Cycle",2025-03-01,https://jobright.ai/jobs/info/67c6a201d6161fe042d6139c?utm_source=1100&utm_campaign=pm,Remote,United States,Ensemble Health Partners,5001-10000,"Health Care,Hospitality",$62K-$120K /yr,"1. 1 to 3 years of previous experience in a similar role.
2. Strong communication, organizational and interpersonal skills required.
3. Bachelors Degree or Equivalent Experience
4. HFMA Certified Revenue Cycle Representative (CRCR) within 9 months of hire",not sure,
Environmental Project Manager,2025-03-01,https://jobright.ai/jobs/info/664de0270790ade97e15e1a4?utm_source=1100&utm_campaign=pm,On Site,"Long Beach, CA",NV5,1001-5000,"Consulting,Industrial Engineering",$85K-$95K /yr,"1. Bachelor's degree (BA or BS) in engineering, environmental studies, or a related field.
2. Possession of Cal/OSHA Certified Asbestos Consultant (CAC) or Certified Site Surveillance Technician (CSST), or ability to sit for and pass the exam within three months of hire.
3. California Department of Public Health (CDPH) Lead certification.
4. Completion of the 40-hour Hazardous Waste Operations and Emergency Response (HAZWOPER) training.",not sure,
Assistant Project Manager,2025-03-01,https://jobright.ai/jobs/info/67898cffe0fe186b70e2c66c?utm_source=1100&utm_campaign=pm,On Site,"Los Angeles, CA","Project Management Advisors, Inc. (PMA)",101-250,Real Estate,$70K-$110K /yr,"1. 1+ years of development and project management
2. Bachelor’s degree or higher in Architecture, Civil Engineering, Construction Management, Urban Planning, Real Estate Finance or a related field
3. Assist with the development and completion of project specific tasks as required to meet or exceed the expectations of the client and fulfill contractual obligations
4. Support the planning and analysis of conceptual design issues and pre-construction
5. Coordinate and review the development of architectural and engineering construction drawings and bid documents
...",not sure,
"Real Estate Analyst, Cloudkitchens - Los Angeles",2025-03-01,https://jobright.ai/jobs/info/67a6d41052e0fc97671c3c3d?utm_source=1100&utm_campaign=pm,On Site,"Multi Location
Los Angeles, CA
Los Angeles",CloudKitchens,1-10,"Delivery Service,Real Estate",$70000-$70000 /yr,"1. Relevant Work Experience: 1-2 years
2. Experience with Commercial Real Estate, Retail, Hospitality, F&B",not sure,
"Project Coordinator - ARB, Inc.",2025-03-01,https://jobright.ai/jobs/info/67a6cd3cf0254214ce1a46d2?utm_source=1100&utm_campaign=pm,On Site,"Los Angeles, CA",Primoris Services Corporation,10000+,"Building Maintenance,Building Material",$28-$35 /hr,"1. A positive “I’ll do anything to help out” attitude
2. A quick learner with strong organization skills, a high degree of accuracy and attention to detail while working in a fast-paced environment with deadlines
3. Strong computer literacy with proficiency in Microsoft Applications (Excel, Word, Outlook)
4. Ability to create, formulate, and manipulate spreadsheets in Excel
5. Possess strong communication skills (written/verbal) with an ability to interface with diverse levels of personnel
...",not sure,
"2025 Convergint Development Program Operations (Project Management Team)- in Atlanta, GA",2025-03-01,https://jobright.ai/jobs/info/673e62f3b98339713ba3f0b4?utm_source=1100&utm_campaign=pm,Remote,"Duluth, GA",Convergint,5001-10000,"Biometrics,Health Care",$63K-$80K /yr,"1. Self-starter with a strong affinity for problem solving, organization, and leadership.
2. Desire to learn, understand, and apply solutions to customer challenges.
3. Ability to gain customer trust and cultivate business relationships.
4. Ability to adapt to business changes with the ability to influence others.
5. Basic skills in Microsoft Office.
...",not sure,
Project Controls Administrator,2025-03-01,https://jobright.ai/jobs/info/66321827113e85f2cac739c1?utm_source=1100&utm_campaign=pm,On Site,"New York, NY",Skanska,10000+,Construction,$63K-$64K /yr,"1. Computer proficient and the ability to adapt to new innovations and processes.
2. Strong written, communication, and problem-solving skills.
3. Good time management and organizational skills.
4. Strong math skills.",not sure,
Associate Land Entitlement Project Manager,2025-03-01,https://jobright.ai/jobs/info/67abf4d8d3d54a3f2c416f5a?utm_source=1100&utm_campaign=pm,On Site,"Vancouver, WA",Pacific Lifestyle Homes,11-50,"Home Renovation,Property Management",$65K-$80K /yr,"1. 1-3 years of relevant experience with some college (preferably in engineering, business, land use planning, or related field).
2. Familiarity with land use planning and entitlement processes.
3. Skilled in reading and understanding engineering plans and utility layouts.
4. Experience in developing and managing project budgets.
5. Strong organizational skills with a reliable approach to meeting deadlines.
...",not sure,
