Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Digital_Streaming Associate Producer,2025-06-14,https://jobright.ai/jobs/info/684d72359ccabf90de0ce79b?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Orlando, FL",Fox Television Stations,5001-10000,"Association,Broadcasting","$40,000-$43,255 /yr","1. Write clear and concise copy with accurate grammar, vocabulary, and spelling
2. Ensure that all assigned stories are written accurately and submitted within the deadline
3. Select videos and soundbites for stories and write copy to complement
4. Proofread both broadcast and digital copy
5. Keep updated with the latest developments in stories and provide relevant updates
...",not sure,
Assistant Golf Professional,2025-06-14,https://jobright.ai/jobs/info/681ec5928319211b9d3fac29?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Steamboat Springs, CO",Troon,1001-5000,,$21-$22 /hr,"1. Class A PGA Member, PGM graduate or a member of the PGA Associate program
2. Must have strong communication and interpersonal skills
3. Must have basic computer skills
4. Must be dependable and have a strong work ethic
5. Always maintain a professional image
...",not sure,
Assistant Golf Professional,2025-06-14,https://jobright.ai/jobs/info/6819959f11e7ab61ec0cab50?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Palm Desert, CA",Troon,1001-5000,,$19-$24 /hr,"1. PGA Member or Apprentice
2. Must have strong customer/guest orientation
3. Must have strong communication skills
4. Highly polished interpersonal skills, with the ability to connect with people easily and quickly
5. Must acquire basic computer skills
...",not sure,
Production Associate - Utility IV - 3rd Shift,2025-06-14,https://jobright.ai/jobs/info/684e144d7ddffc574febf5d5?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Yakima, WA",Cintas,10000+,"Compliance,Manufacturing",$17.50-$21.88 /hr,"1. Must be authorized to work in the US.
2. Must be 18 years of age or older.
3. Must adhere to attendance policy.
4. Must be willing to work in a safe proximity to other people for extended periods of time.
5. Must be willing to work in a fast-paced, schedule driven environment where there are time pressures to complete work quickly.
...",no,
"Freelance Production Assistant, FOX Weather",2025-06-14,https://jobright.ai/jobs/info/67db10312a33ca5cb5aa4692?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"New York, NY",FOX Weather,5001-10000,"Broadcasting,News",$18.25-$22 /hr,"1. Bachelor’s degree in journalism or related field, or equivalent experience
2. Previous internship or job experience in related roles
3. Passion for the weather domain; previous experience is a plus
4. Ability to meet tight deadlines and handle multiple tasks effectively
5. Proficient with social media
...",not sure,
"Bench Jeweler - Signet Jewelers - Francis Scott Key Mall - Frederick, MD",2025-06-14,https://jobright.ai/jobs/info/670075f4ccda536d5111b127?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Frederick, MD",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$17-$24 /hr,"1. Passing a qualified bench test to assess current jeweler level
2. Excellent organizational skills & detail orientation
3. Customer service minded individuals with a high standard for quality work
4. Basic computer skills
5. Varying hours including some nights and weekends
...",not sure,
"Apprentice Jeweler - Signet Jewelers - Pembroke Lakes Square - Pembroke Pines, FL",2025-06-14,https://jobright.ai/jobs/info/658ec2f5e5508658018b750a?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Pembroke Pines, FL",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
Forbes Fellowship,2025-06-14,https://jobright.ai/jobs/info/67a20a9d1dfe2c37a0a1ccb6?utm_source=1100&utm_campaign=Arts and Entertainment,Hybrid,"Jersey City, NJ",Forbes,251-500,"Ediscovery,Education",$26.44-$26.44 /hr,"1. Recent college graduates from either undergraduate or graduate programs. Candidates must have graduated within the past 24 months.
2. Journalism major, significant roles at a collegiate publication, OR previous journalism internship is required.
3. Prior experience in fact-checking, reporting, writing, and editing.
4. Solid news judgment with an understanding of journalistic standards and editorial ethics.
5. Experience with publishing platforms, current digital and social media technologies and SEO best practices.
...",no,
"Coordinator, Programming Strategy",2025-06-14,https://jobright.ai/jobs/info/6830d275a830fee55f600365?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"New York, NY",NBCUniversal,10000+,"Broadcasting,Media and Entertainment",$50K-$60K /yr,"1. Bachelor’s Degree and 1-2 years of experience in the field of Entertainment Media
2. Proficiency with Microsoft Office (especially Excel, Outlook, Word, and PowerPoint)
3. Exceptional attention to detail
4. Love of TV and movies
5. Awareness of the TV landscape including traditional networks and platforms such as Netflix, Disney+, Hulu and Amazon Prime
...",not sure,
"Coordinator, Content Acquisitions",2025-06-14,https://jobright.ai/jobs/info/6830afad3486a9532402bf93?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"New York, NY",NBCUniversal,10000+,"Broadcasting,Media and Entertainment",$50K-$65K /yr,"1. Bachelor’s Degree and at least 1+ years of experience in the field of Entertainment Media or related field
2. Exceptional proficiency in Excel
3. Strong PowerPoint Skills
4. Exceptional attention to detail required for contract management
5. Demonstrates a passion for television and movie content from all genres
...",not sure,
"Apprentice Jeweler - Signet Jewelers - Spotsylvania Mall - Fredericksburg, VA",2025-06-14,https://jobright.ai/jobs/info/6675e9fda266c24fd0a15016?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Fredericksburg, VA",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15-$15 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
Part-Time Editorial Assistant - Opinion,2025-06-13,https://jobright.ai/jobs/info/68521a3f0b24f60417403499?utm_source=1100&utm_campaign=Arts and Entertainment,Remote,United States,Gannett | USA TODAY NETWORK,10000+,"Advertising,Broadcasting",$12.55-$29.30 /hr,"1. Minimum of 1 year experience in an administrative or support role.
2. Strong organizational and communication skills.
3. Ability to work independently and as part of a team.
4. Proficiency in Microsoft Office Suite and editorial software.",not sure,
Detailer,2025-06-13,https://jobright.ai/jobs/info/685627f8e6fa48122439742d?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Oklahoma City, OK",Village Travel,251-500,"Tourism,Travel",$18-$18 /hr,"1. Proven experience as custodian, janitor or in a similar role.
2. Familiarity with basic landscaping and handyman practices.
3. Attention to detail and conscientiousness.",not sure,
"Assistant Colorist, Licensed Cosmetologist",2025-06-13,https://jobright.ai/jobs/info/684cc3c71e326d2b265eabd4?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
Littleton, CO
Boulder, CO",Madison Reed,501-1000,"Beauty,Consumer Goods",$16-$17 /hr,"1. Active cosmetology license in the state in which you are applying.
2. Entry level experience in any customer service or retail sales environment.
3. Effective communication, strong problem solving and people skills, in a fast-paced retail or salon environment.
4. Comfortable operating point of sale systems.
5. Fluency in English.",not sure,
Production Associate - 1st Shift,2025-06-13,https://jobright.ai/jobs/info/684cc3c71e326d2b265eabdf?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Batesville, IN",Batesville,1001-5000,"Consumer Goods,Customer Service",$21.09-$22.09 /hr,"1. Ability to work weekend and overtime.
2. Ability to follow Safety Standards and Adherence to Standard Operating Procedures.",not sure,
Production Associate(Laborer),2025-06-13,https://jobright.ai/jobs/info/684cbcb4def7ff5c2e79027f?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Blue Ridge Summit, PA",Specialty Granules LLC,501-1000,"Building Maintenance,Building Material",$24.03-$24.03 /hr,"1. Must be 18 years old
2. Have a High School diploma or G.E.D.
3. Must be eligible to work in the U.S. without need for employer-sponsored visa (work permit)",no,
PT Framer- Experience not needed- Will Train,2025-06-13,https://jobright.ai/jobs/info/684ca76bc4f4494a851f3eba?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Marlton-191 Rte 73 S, Ste 173C",Michaels Stores,501-1000,"Education,Marketplace",$15.50-$18.20 /hr,"1. basic computer skills and basic measuring skills
2. ability to operate the framing equipment and glass cutter
3. Adhere to Standard Operating Procedures (SOP’s) and Company programs to ensure compliance to applicable laws and requirements; execute Company policies and standards
4. Embrace and execute personal designer by using Elevated ABC Deliver to build relationships with all customers while creating Custom Framing solutions.
5. deliver sales and production results
...",not sure,
"Colorist, Licensed Cosmetologist",2025-06-13,https://jobright.ai/jobs/info/684ca5d6606df8a38227de6d?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
Tustin, CA
Newport Beach, CA
Laguna Niguel, CA",Madison Reed,501-1000,"Beauty,Consumer Goods",$19-$21 /hr,"1. Active cosmetology license in the state in which you are applying.
2. 1+ year of experience as a colorist behind the chair within a salon environment.
3. Effective communication, strong problem solving and people skills, in a fast-paced retail or salon environment.
4. Comfortable operating point of sale systems.
5. Fluency in English.",not sure,
Production Associate - Garment Hanger/Inspector (4-Day Workweek) - $15.00/Hour,2025-06-13,https://jobright.ai/jobs/info/6812dfb0e14e19cf6b235f15?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Morgantown, WV",Cintas,10000+,"Compliance,Manufacturing",$15-$15 /hr,"1. Must be authorized to work in the US.
2. Must be 18 years of age or older.
3. Must adhere to attendance policy.
4. Must be willing to work in a safe proximity to other people for extended periods of time.
5. Must be willing to work in a fast-paced, schedule driven environment where there are time pressures to complete work quickly.
...",no,
Public Safety Reporter,2025-06-13,https://jobright.ai/jobs/info/684c951cba4db2b772023e68?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Stockton, CA",Gannett | USA TODAY NETWORK,10000+,"Advertising,Broadcasting",$21-$34 /hr,"1. Bachelors in communications, journalism or an equivalent combination of education and experience.
2. High-level writing, communication and time management skills.
3. Demonstrated ability to work well on deadline.
4. Ability to produce content that is clean, accurate and publication ready.
5. Understanding of reporting ethics and sourcing.
...",not sure,
Studio Associate,2025-06-13,https://jobright.ai/jobs/info/684c8fd79cb444ac4f108e3e?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Manhasset, NY",Lucid Motors,5001-10000,"Automotive,Autonomous Vehicles",$27-$32 /hr,"1. Exceptional people skills including strong oral and written communication, empathy and active listening ability.
2. Ability to deliver outstanding customer experiences in a fast paced and dynamic environment.
3. Conscientious, responsible and reliable.
4. Curiosity and passion about electric vehicles and the premium vehicle market and competitive landscape
5. Comfortable operating in ambiguous retail environment
...",not sure,
Entry-Level Automotive Detailer / Lot Attendant ,2025-06-13,https://jobright.ai/jobs/info/684c8fd79cb444ac4f108e06?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Las Vegas, NV",Carvana,10000+,"Automotive,Autonomous Vehicles",$15-$15 /hr,"1. Ability to physically operate vehicle equipment and tools - must be able to lift up to 60 pounds independently
2. Must be at least 18 years of age and possess a valid driver’s license
3. Some positions may be subject to a Motor Vehicle Records (MVR) check
4. An ability to work in a fast-paced, ever-changing production environment while sometimes being exposed to excessive weather conditions (heat/cold)
5. Use of safety equipment that may include but not limited to face shield or goggles, non-slip shoes, gloves, mask, and other protective garments and equipment
...",no,
